CustomerID,Recency,Frequency,Monetary,Unique_Products
12837.0,173,1,134.1,12
12838.0,34,2,671.95,115
12839.0,3,14,5591.42,95
12840.0,144,4,2726.77,67
12842.0,70,2,1118.99,34
12843.0,66,8,1702.26,69
12844.0,29,2,325.96000000000004,47
12845.0,267,4,354.09,26
12847.0,22,1,843.64,72
12849.0,31,2,992.65,46
12851.0,97,1,131.81,43
12852.0,295,1,311.55,17
12853.0,135,6,1957.1000000000001,66
12854.0,79,3,1316.25,95
12855.0,373,1,38.1,3
12856.0,8,6,2170.78,155
12857.0,211,2,1106.4,37
12863.0,52,1,521.2,5
12864.0,138,1,147.12,3
12865.0,26,2,1568.23,86
12866.0,283,1,499.12,25
12867.0,26,7,4009.34,240
12868.0,186,6,1607.0600000000002,72
12871.0,84,2,380.64,8
12872.0,327,2,599.97,58
12873.0,282,1,374.0,4
12875.0,143,2,343.2300000000001,1
12876.0,58,2,2053.02,66
12877.0,4,12,1535.77,100
12878.0,236,2,854.99,38
12879.0,45,3,573.22,7
12881.0,276,1,298.0,7
12882.0,9,2,1463.04,12
12883.0,25,4,703.47,39
12884.0,88,1,309.05,7
12885.0,63,3,1175.22,66
12886.0,68,2,1378.4,75
12888.0,214,2,354.12,4
12890.0,24,1,376.71999999999997,78
12891.0,186,3,331.0,2
12893.0,31,1,176.55,27
12895.0,42,2,372.8,22
12897.0,205,2,216.5,3
12902.0,265,1,138.68,10
12904.0,18,2,496.06,59
12906.0,12,5,2919.81,55
12908.0,176,2,750.0,1
12909.0,40,5,2178.67,78
12910.0,23,8,3075.04,48
12912.0,3,5,1662.3,17
12913.0,5,5,2453.63,36
12915.0,149,2,363.65,19
12916.0,139,4,2944.95,53
12917.0,128,1,594.0,2
12919.0,8,6,1335.19,34
12920.0,17,1,162.78,27
12922.0,161,1,405.38,28
12923.0,64,1,171.57,27
12924.0,88,4,925.75,21
12925.0,5,2,679.05,41
12928.0,35,5,2062.7000000000003,59
12929.0,312,1,117.85,8
12930.0,78,2,415.8,20
12933.0,24,3,607.53,102
12935.0,2,7,2160.7,80
12936.0,17,4,1063.9,56
12937.0,15,4,1504.27,81
12938.0,26,1,114.14,9
12940.0,55,2,899.69,87
12942.0,131,3,675.6,68
12944.0,36,2,604.51,29
12945.0,288,1,462.95,23
12947.0,144,6,1603.99,83
12948.0,16,7,2064.95,82
12949.0,31,8,4167.22,166
12950.0,2,3,1843.0,13
12951.0,9,6,1064.07,53
12952.0,6,4,1387.79,64
12953.0,10,1,329.85,17
12955.0,1,11,4757.16,81
12956.0,306,1,108.07,19
12957.0,10,8,4017.54,208
12962.0,7,2,266.39,15
12963.0,8,8,1856.63,75
12965.0,89,1,769.8100000000001,108
12966.0,10,1,160.18,10
12968.0,112,1,135.95,5
12970.0,7,4,405.47,116
12974.0,198,1,144.8,8
12976.0,212,1,738.6,22
12977.0,156,1,39.239999999999995,9
12981.0,30,2,372.21999999999997,12
12982.0,243,1,390.54,28
12984.0,19,1,97.5,4
12985.0,1,2,1239.38,73
12987.0,74,2,558.7,27
12988.0,292,1,505.82,75
12989.0,3,15,6924.110000000001,41
12990.0,31,3,409.5,8
12991.0,23,2,503.76,31
12993.0,23,4,414.76,26
12994.0,4,3,974.4200000000001,52
12995.0,85,1,211.32,3
12997.0,22,4,1226.89,45
12999.0,196,3,455.88,25
13000.0,107,3,534.85,30
13001.0,4,13,9785.970000000001,166
13002.0,318,1,120.94999999999999,7
13003.0,106,3,149.05,4
13005.0,174,2,513.7,21
13006.0,56,1,81.57,4
13008.0,323,1,229.46999999999997,14
13011.0,372,1,50.550000000000004,3
13012.0,9,8,1646.8400000000001,67
13013.0,1,13,4810.9400000000005,155
13014.0,11,10,3466.2799999999997,67
13015.0,53,5,3339.64,156
13016.0,73,3,789.89,39
13017.0,7,1,204.0,1
13021.0,4,9,2616.38,101
13023.0,64,2,599.9,35
13026.0,1,5,975.36,32
13028.0,23,2,661.3199999999999,40
13029.0,31,3,1247.5,8
13030.0,11,2,752.4399999999999,76
13032.0,52,2,1010.18,55
13033.0,357,1,190.55,11
13034.0,55,2,642.77,37
13035.0,74,2,921.88,23
13037.0,138,3,881.07,44
13038.0,80,3,908.46,24
13040.0,9,2,676.99,38
13043.0,273,1,516.42,13
13044.0,291,1,560.47,33
13045.0,99,1,305.28000000000003,18
13046.0,31,2,629.31,33
13047.0,57,9,3232.59,105
13048.0,14,4,1819.41,77
13049.0,64,2,656.6800000000001,14
13050.0,15,17,5833.11,245
13052.0,212,1,348.15000000000003,18
13055.0,78,3,1214.41,74
13058.0,25,3,271.40000000000003,5
13059.0,250,1,183.4,8
13060.0,254,1,307.53,15
13061.0,72,1,248.61,10
13062.0,191,1,331.98,10
13064.0,13,4,1105.59,51
13065.0,373,1,205.86,14
13066.0,24,2,470.8,48
13067.0,82,1,115.46000000000001,14
13068.0,10,2,344.0,1
13070.0,192,1,228.8,9
13072.0,267,1,177.15,7
13075.0,130,1,919.61,22
13077.0,1,4,728.02,99
13079.0,4,5,220.10000000000002,2
13080.0,179,1,58.08,6
13082.0,126,9,3613.63,63
13083.0,4,2,303.75,15
13085.0,158,2,416.08000000000004,17
13090.0,9,13,8895.82,97
13091.0,28,1,345.82,21
13092.0,71,5,477.83,19
13094.0,21,12,1927.3200000000002,4
13095.0,71,1,74.39999999999999,6
13097.0,33,10,6003.22,214
13099.0,99,1,207.35999999999999,1
13101.0,234,1,101.19,8
13103.0,40,1,243.94,8
13104.0,3,6,1098.48,14
13106.0,133,1,76.5,1
13107.0,44,4,1531.6200000000001,54
13108.0,373,1,350.06,10
13109.0,60,2,786.54,41
13110.0,31,7,1488.67,109
13115.0,12,4,2294.78,88
13116.0,138,1,501.14,30
13117.0,22,8,984.91,66
13118.0,20,5,1197.81,68
13120.0,239,1,30.599999999999998,1
13121.0,269,1,283.73,50
13122.0,94,2,922.39,54
13124.0,90,3,3756.33,185
13126.0,5,8,2099.64,124
13127.0,78,1,259.17,15
13130.0,94,1,64.0,2
13131.0,23,3,1073.3,30
13132.0,262,1,77.3,3
13133.0,274,2,109.8,7
13134.0,86,4,1793.58,94
13135.0,197,1,3096.0,1
13136.0,56,5,2607.61,94
13137.0,11,8,3603.29,345
13138.0,22,6,962.39,31
13139.0,16,7,5064.94,132
13140.0,108,3,422.47,40
13141.0,85,5,2388.75,113
13142.0,19,1,307.09,23
13144.0,333,1,110.95,3
13145.0,40,4,618.52,5
13146.0,26,1,228.91,16
13147.0,10,4,712.8000000000001,1
13148.0,29,12,3683.26,231
13149.0,14,4,1676.06,76
13151.0,296,1,1257.8700000000001,73
13153.0,6,1,486.22,15
13155.0,33,4,971.76,67
13157.0,49,4,1741.22,69
13158.0,95,4,1201.06,59
13159.0,9,4,1429.35,114
13160.0,22,1,91.8,4
13161.0,313,1,112.75,8
13162.0,122,4,1688.29,74
13165.0,46,2,1021.48,40
13166.0,283,1,417.2,39
13167.0,19,4,779.33,50
13168.0,36,4,1299.59,102
13169.0,64,2,712.88,11
13170.0,27,1,108.81,29
13171.0,22,3,468.41,37
13173.0,4,2,353.65,41
13174.0,16,3,2738.82,227
13176.0,46,1,481.49,66
13177.0,65,1,282.45,17
13178.0,26,11,5725.47,95
13182.0,45,1,121.18,11
13183.0,8,9,3957.78,51
13184.0,15,10,1667.95,137
13185.0,268,1,71.4,1
13186.0,40,3,1575.89,69
13187.0,337,1,236.02,37
13188.0,11,1,99.60000000000001,1
13189.0,19,2,260.68,29
13192.0,95,2,911.94,57
13193.0,61,1,112.08,22
13194.0,136,1,60.7,3
13196.0,11,4,1797.78,97
13198.0,10,6,3401.2400000000002,199
13200.0,19,4,870.09,42
13203.0,10,4,869.46,56
13207.0,15,2,250.26000000000002,7
13208.0,59,5,1193.17,123
13209.0,30,8,5891.61,255
13210.0,94,1,353.48,22
13211.0,10,3,1095.42,45
13212.0,20,3,786.83,128
13213.0,57,5,1520.58,82
13216.0,268,1,333.74,5
13217.0,122,3,533.98,3
13218.0,127,1,62.63999999999999,5
13220.0,78,4,819.2900000000001,18
13221.0,240,2,844.86,61
13223.0,200,2,163.20000000000002,5
13224.0,60,2,2152.95,100
13225.0,3,7,6463.84,23
13226.0,273,1,108.21000000000001,16
13227.0,202,1,257.7,9
13228.0,81,1,358.0,2
13229.0,226,1,160.95,10
13232.0,13,7,1327.75,146
13233.0,74,2,605.12,43
13235.0,212,1,1031.07,53
13236.0,25,2,744.85,34
13238.0,17,4,700.73,20
13239.0,262,1,329.56,21
13240.0,96,4,648.7,58
13242.0,112,3,270.40000000000003,12
13243.0,203,1,585.12,56
13244.0,93,1,121.74000000000001,27
13245.0,51,1,430.5,16
13246.0,18,6,1961.52,110
13247.0,18,4,501.12,18
13248.0,125,2,465.68,25
13249.0,92,3,711.41,21
13253.0,157,2,1030.4,35
13255.0,9,2,399.51,13
13258.0,12,3,672.83,28
13259.0,62,1,283.18,77
13260.0,61,1,557.62,8
13261.0,269,2,944.1,8
13262.0,263,1,200.29,11
13265.0,53,5,2092.66,66
13266.0,11,12,3834.2599999999998,82
13267.0,3,19,4521.49,88
13268.0,18,10,3152.71,256
13269.0,1,15,5343.28,177
13270.0,366,1,590.0,1
13271.0,37,1,211.49,79
13272.0,31,2,276.56,15
13273.0,113,1,138.98,16
13276.0,64,2,590.9300000000001,30
13277.0,16,4,258.4,5
13278.0,41,1,542.73,46
13279.0,78,1,137.75,9
13280.0,122,3,798.46,67
13282.0,18,3,1132.14,29
13283.0,60,2,93.66,7
13284.0,331,1,201.19,13
13285.0,23,4,2709.12,157
13291.0,156,1,361.11,41
13292.0,39,2,578.9399999999999,29
13294.0,190,2,873.74,48
13295.0,360,1,201.20000000000002,10
13296.0,137,1,87.4,5
13297.0,8,4,2089.85,52
13298.0,1,1,360.0,2
13299.0,268,1,142.5,5
13300.0,169,1,371.89,20
13301.0,104,4,600.19,74
13302.0,155,1,63.75,1
13304.0,351,1,300.42,21
13305.0,4,10,2000.86,50
13307.0,120,1,15.0,1
13308.0,23,3,1385.51,49
13309.0,7,5,1456.79,82
13310.0,28,3,1132.03,65
13311.0,4,2,598.57,25
13313.0,22,5,1555.32,47
13314.0,2,3,775.94,55
13316.0,37,4,5732.93,66
13317.0,66,6,2273.68,100
13318.0,1,3,640.76,14
13320.0,78,4,1532.2,77
13321.0,72,2,567.36,10
13322.0,17,1,199.48000000000002,25
13323.0,3,5,787.85,6
13324.0,36,10,7121.95,25
13325.0,82,1,675.3,12
13327.0,39,8,3627.77,74
13328.0,316,1,1308.48,17
13329.0,32,2,789.0,16
13330.0,93,3,1140.93,37
13332.0,14,1,350.9,21
13334.0,82,3,3502.32,207
13336.0,77,1,795.12,51
13338.0,158,1,422.02,17
13339.0,201,1,860.12,54
13341.0,261,1,775.85,42
13343.0,178,1,303.43,18
13344.0,68,3,2511.69,115
13345.0,288,1,339.5,19
13347.0,70,1,291.36,7
13348.0,64,1,233.76,14
13349.0,11,1,197.32,15
13350.0,16,2,879.12,35
13351.0,66,1,323.94,15
13352.0,60,1,347.97999999999996,23
13354.0,71,1,743.53,51
13355.0,122,1,674.7,32
13356.0,80,1,768.24,42
13357.0,257,1,609.4,85
13358.0,269,1,389.03,28
13359.0,64,1,389.56,22
13362.0,9,4,3090.7400000000002,128
13363.0,18,2,892.5,46
13364.0,71,1,134.95999999999998,10
13365.0,34,2,2225.37,122
13366.0,50,1,56.160000000000004,1
13368.0,257,2,573.4,28
13369.0,366,1,258.28000000000003,13
13370.0,372,1,754.87,39
13372.0,90,1,328.64,22
13373.0,61,3,3312.25,135
13375.0,89,1,778.65,37
13376.0,99,3,869.76,44
13379.0,26,3,572.56,85
13381.0,32,6,3639.31,77
13382.0,281,1,222.99,15
13384.0,31,7,4151.93,123
13385.0,330,1,534.57,35
13388.0,131,2,677.1,35
13389.0,11,3,782.96,49
13390.0,75,1,544.08,13
13391.0,204,1,59.8,1
13394.0,2,8,2520.02,124
13395.0,185,1,307.72,21
13396.0,29,2,1360.99,42
13397.0,73,5,1544.13,28
13398.0,192,1,457.34,26
13402.0,127,2,621.23,32
13403.0,18,1,75.0,3
13404.0,1,2,252.49,11
13405.0,204,2,557.45,24
13410.0,24,5,1003.06,15
13411.0,107,1,213.55,17
13414.0,134,3,1390.5,23
13416.0,44,2,712.5,11
13417.0,5,2,640.83,26
13418.0,12,18,6127.43,223
13419.0,64,1,221.06,16
13420.0,150,2,159.85,8
13421.0,40,2,1823.21,87
13422.0,64,1,2626.3,127
13425.0,108,3,1609.21,65
13426.0,1,10,3641.32,103
13427.0,19,3,582.6,25
13428.0,10,1,201.78,70
13429.0,11,4,1006.8,55
13430.0,19,2,679.45,48
13431.0,67,2,1269.1,44
13434.0,74,2,534.24,9
13435.0,5,7,3809.8900000000003,68
13436.0,2,1,196.89,12
13437.0,14,7,3408.06,143
13439.0,255,1,283.71,54
13441.0,92,1,296.64,13
13447.0,23,3,1129.14,55
13448.0,17,6,3534.69,137
13449.0,24,1,291.88,19
13450.0,27,6,2043.7199999999998,32
13451.0,26,5,2898.2599999999998,315
13452.0,259,2,590.0,1
13453.0,166,2,356.97999999999996,16
13455.0,25,2,1058.34,42
13456.0,18,6,1751.72,42
13460.0,29,2,183.44,16
13461.0,39,3,1445.0,14
13462.0,253,1,151.5,9
13464.0,58,1,674.68,41
13466.0,184,1,307.9,17
13467.0,11,2,1071.91,89
13470.0,99,2,165.0,7
13471.0,1,4,2501.84,214
13473.0,61,2,422.64,21
13474.0,236,1,226.84,59
13475.0,191,4,1431.78,64
13476.0,179,2,1238.47,56
13477.0,38,6,1454.58,57
13479.0,201,2,300.95,14
13481.0,46,5,1804.56,98
13482.0,232,1,184.64,11
13483.0,66,1,140.34,10
13484.0,241,1,313.8,8
13485.0,233,1,454.24,23
13486.0,78,3,1122.41,69
13487.0,58,3,575.4,26
13489.0,105,4,449.52,11
13491.0,52,10,1215.82,73
13492.0,136,3,1269.84,38
13493.0,275,2,498.63,5
13494.0,312,1,316.26000000000005,18
13495.0,8,5,2044.8700000000001,34
13496.0,11,2,653.33,28
13497.0,283,2,348.05,19
13499.0,18,5,1159.11,31
13500.0,23,3,1166.77,60
13501.0,288,1,1340.32,52
13502.0,17,3,292.0,17
13503.0,71,1,216.85,17
13504.0,64,1,295.93,22
13505.0,73,4,3633.63,181
13506.0,316,2,458.52,26
13507.0,3,4,2479.16,146
13508.0,244,1,110.97,12
13509.0,9,6,964.72,26
13510.0,1,4,1791.56,86
13512.0,261,1,251.21,15
13513.0,127,1,205.1,10
13514.0,74,1,152.20000000000002,4
13515.0,73,4,891.12,50
13516.0,21,3,1374.41,42
13517.0,60,3,2128.42,125
13518.0,86,1,627.16,36
13519.0,78,1,122.75,8
13520.0,59,6,2984.35,48
13521.0,1,3,1070.47,312
13522.0,30,1,125.80000000000001,5
13523.0,33,5,3964.88,157
13524.0,41,5,650.1800000000001,16
13525.0,15,2,628.78,5
13527.0,34,7,2242.36,153
13529.0,79,2,307.76,15
13531.0,205,2,483.8,17
13532.0,34,1,210.31,66
13533.0,183,3,269.09,61
13536.0,1,7,3444.39,91
13538.0,43,7,1280.85,10
13539.0,86,3,631.34,35
13544.0,40,2,276.06,76
13546.0,12,3,621.09,72
13548.0,96,2,678.16,114
13549.0,26,7,918.2,37
13551.0,319,1,91.80000000000001,4
13552.0,66,12,3740.07,82
13555.0,74,4,4098.88,128
13557.0,28,2,584.06,31
13558.0,6,4,594.52,123
13560.0,7,1,171.42000000000002,32
13561.0,216,1,141.85999999999999,14
13562.0,82,3,1799.33,50
13563.0,84,2,777.53,49
13565.0,19,2,240.22,35
13566.0,41,2,856.84,134
13568.0,173,1,187.05,41
13569.0,17,2,337.12,72
13570.0,243,1,239.49,27
13571.0,13,12,2088.94,157
13572.0,206,1,1384.25,32
13573.0,50,2,290.25,24
13575.0,23,5,732.0699999999999,41
13576.0,10,18,6717.34,78
13577.0,25,4,1687.6000000000001,61
13579.0,15,2,467.04,19
13581.0,309,1,118.0,10
13583.0,156,1,781.03,53
13584.0,307,1,142.4,24
13587.0,64,1,712.4,8
13588.0,16,9,2478.95,131
13589.0,15,2,379.65,21
13590.0,11,6,1981.92,70
13591.0,65,3,1117.13,56
13592.0,36,4,247.95999999999998,15
13593.0,108,5,2011.88,77
13594.0,53,1,396.97,26
13596.0,6,2,664.11,133
13598.0,47,1,160.04,33
13599.0,1,21,5149.92,171
13600.0,312,1,219.52,19
